9.213712	8.331627
7.294729	6.777233
10.376277	10.358308
9.376050	8.876325
8.787711	9.187707
9.553222	10.701653
10.656682	11.953133
9.901922	10.116394
7.835690	8.761628
8.974539	10.266494
8.031566	8.725368
11.092476	10.968627
10.604859	10.527644
9.034678	9.521147
9.291472	9.383138
10.310532	10.691918
10.986501	10.513862
9.341837	9.973593
9.385893	9.577926
10.556140	9.607541
8.980464	9.784866
8.728884	9.104055
6.996128	5.568345
7.789151	7.680258
9.275927	10.309643
5.992986	4.147227
8.387263	8.670855
8.458709	7.883318
8.962209	8.961136
9.979014	8.220570
10.115754	11.342336
10.910253	11.059168
8.713585	9.070058
9.687891	10.030018
8.067885	9.306258
9.107061	9.048965
9.064855	9.084038
9.245433	7.871814
8.268506	8.558207
7.271619	7.269930
6.772810	4.894139
6.314910	7.276604
9.183081	7.939239
9.079217	7.520810
7.547768	7.242087
9.892321	9.568634
8.924654	8.284804
8.287426	7.687189
8.797404	10.984272
7.328902	7.654069
9.489111	8.256706
8.580394	8.003016
8.651482	7.877185
8.922561	6.995986
8.740491	9.661979
8.948837	9.980720
10.038743	10.350280
9.574026	9.072574
9.568007	10.437160
8.659729	8.748705
10.306292	11.070577
9.694348	9.586503
8.224001	8.151118
10.454418	10.352652
8.671763	7.220267
8.839337	8.375539
7.848230	9.647038
7.910543	7.563744
9.876977	10.619767
8.586828	9.780379
8.200776	9.318123
9.714012	10.533971
10.454882	10.092964
9.253192	9.210347
9.767416	9.241376
8.460018	8.715561
9.072575	11.618364
7.842386	7.342214
9.766245	9.817278
9.961692	9.578562
9.552272	9.310290
9.041083	8.121449
10.462037	9.384635
9.059854	8.268486
9.327296	8.066098
7.561384	9.677224
9.913155	10.659526
8.653657	7.865443
10.562136	8.439423
9.147520	8.409438
9.252264	8.162630
9.580358	9.044289
8.733754	9.007724
7.372068	7.968512
8.114414	8.589181
8.509619	6.968739
12.092882	11.815539
8.388867	9.971331
8.953759	10.287192
9.552067	10.776887
9.379171	9.279262
8.921230	7.855455
9.542296	10.191620
10.436736	10.741075
9.314771	10.257613
7.821767	7.370629
8.093637	8.584729
8.721041	8.163492
7.053123	8.264516
7.827240	6.122233
7.290852	5.666315
10.769930	9.085203
9.109251	9.706518
8.003674	8.168337
8.797669	8.469598
7.879778	9.072312
9.322643	9.011862
10.345833	9.934134
9.114539	10.044157
8.944370	9.848484
10.707124	11.565796
8.529200	9.782498
9.017178	10.598639
8.979486	8.968869
10.053689	10.192230
10.550818	10.888043
8.066688	8.700642
7.831202	7.038499
6.821813	6.892863
9.143905	8.799068
9.895845	9.094794
9.279493	8.296508
8.506579	7.780671
9.114173	10.058546
9.607671	10.158431
8.184686	5.687607
9.405422	9.266015
8.830337	9.586052
8.521392	7.260653
9.553545	11.345577
11.238906	11.377955
9.500564	8.407786
8.922043	7.903329
10.201115	9.490132
8.476807	9.823417
10.591494	12.091039
8.560485	10.064810
8.609068	7.846218
8.924152	7.699161
10.247793	11.755788
7.346186	7.944351
9.134388	8.618170
8.370840	7.437291
10.166969	9.061602
10.347458	9.879856
8.318796	8.661904
7.283101	8.012550
9.820533	10.029154
10.250623	10.210903
9.231267	9.747825
10.842943	10.160179
10.475079	8.810069
9.351113	8.830602
7.228512	6.129586
9.621428	9.734163
9.143571	9.713870
7.937981	7.424934
8.802204	7.652647
7.138524	6.707012
9.826352	10.826401
10.389683	11.687488
7.893979	10.442449
8.906559	9.264545
9.400245	9.623325
9.530422	10.161982
8.462195	9.388177
8.323979	8.954227
9.880377	9.686828
8.899061	11.245144
8.895835	8.135585
8.394152	7.089215
7.901652	6.884956
8.018668	9.128747
7.519469	7.080335
8.204916	5.090822
8.448186	9.894413
10.447384	9.211260
9.709678	9.816645
9.513701	9.447980
8.778510	9.184563
8.772557	8.535254
10.030157	9.320081
9.433425	9.614428
8.804353	8.781882
8.478819	8.036894
10.322090	8.606360
10.401460	10.881090
9.093594	7.689366
9.806574	10.566537
8.709708	10.686185
9.860274	8.690099
7.382510	6.368871
8.739689	8.796310
7.507104	7.874391
8.582862	7.452974
8.673054	8.296624
10.336942	9.614078
9.675654	8.787607
8.497983	8.845490
9.599734	8.323449
9.568995	6.095652
9.760594	9.415576
10.193312	10.363393
7.466092	6.440632
8.411555	7.260741
9.533388	10.450202
10.418380	12.030923
9.719522	8.843739
9.291183	9.714007
9.383283	10.293196
10.507207	9.847880
9.723357	8.093618
9.582663	9.888457
10.148516	9.322017
8.017568	9.010718
9.291709	10.203358
9.193049	9.980721
10.456970	9.648738
7.235184	9.029327
9.604407	7.760451
8.966565	9.548754
9.387550	10.332910
8.552675	7.768710
10.302209	10.356022
9.121976	8.977374
8.641793	8.875468
10.322423	9.936729
9.357388	10.930224
7.240014	5.893276
10.193582	9.952345
10.162026	10.181004
7.326307	7.540905
9.725728	10.203331
10.024757	10.254286
9.884422	10.297388
10.110467	10.523482
8.875929	9.461924
9.370364	9.204664
11.513386	11.593013
9.388957	8.706956
7.330081	6.570334
7.399314	7.724266
8.987026	9.185169
6.911245	8.106726
8.306765	8.473623
7.848714	6.740376
7.165597	7.021652
8.584066	8.410347
8.169078	8.988465
9.014273	9.024341
8.010727	7.667915
9.702474	9.949185
8.975703	7.541202
8.576734	8.694030
9.068454	9.749192
7.700335	7.832421
7.983251	7.908878
7.660598	6.494241
9.976076	10.030357
9.853793	10.648891
9.863452	8.079246
8.788883	8.031220
11.150343	12.071884
8.714730	7.876785
8.724233	7.809873
8.870124	7.255535
7.858435	7.712717
9.650597	10.966274
9.179782	8.997543
9.587929	10.111035
9.592336	9.603333
8.892465	10.214504
9.613595	10.612591
8.044196	7.276809
9.255562	10.888582
9.298523	9.708068
10.838661	10.074036
9.453224	9.656362
8.874390	6.617229
10.012488	10.197996
9.041918	8.873150
9.593738	9.082305
8.021062	8.330222
9.553595	10.313938
8.733670	8.195917
10.054760	9.080473
10.919714	9.545180
9.314997	11.559558
7.935804	7.529223
8.402744	7.472614
8.279698	6.940308
9.575125	8.416163
7.890973	7.374235
9.662295	10.110994
9.289291	9.419935
9.898535	10.239859
9.988770	10.796278
8.421536	8.986285
9.242634	10.106964
8.764152	9.095157
9.755792	10.758190
9.092488	9.026300
9.545987	9.964859
6.051367	6.682967
9.442044	11.111881
9.554192	9.422646
7.949360	7.471169
8.072707	6.581306
9.689867	9.588032
8.888077	8.238011
10.650363	7.460518
9.980412	8.925819
9.978461	10.344580
8.550676	7.287932
8.413375	8.712115
8.419429	8.215687
8.459198	8.129569
8.293229	8.165459
9.810832	9.214152
9.921746	8.754395
8.779389	9.044546
9.869002	11.614801
9.804997	8.161005
9.811230	10.304257
10.063743	11.939870
8.288081	7.704322
8.409871	7.788203
9.074994	6.495777
10.251254	10.200533
8.244718	10.556699
7.171351	8.032968
7.977935	7.692194
8.387507	9.073106
9.968714	8.558755
8.520375	8.792920
8.859841	9.262765
10.215864	11.477916
5.795908	4.555376
8.278202	8.686988
9.583653	9.579480
9.654794	9.758347
7.959617	9.461304
9.617893	9.152967
8.486646	6.933794
10.002267	9.740917
9.632193	9.530624
9.081971	9.547065
8.705840	8.895330
9.932639	9.543165
9.350914	9.596728
10.235224	10.721129
9.397173	10.934267
10.507402	11.555210
9.949561	9.086588
8.072652	8.273601
9.407992	10.023732
7.939392	8.812882
10.239316	10.708406
8.260573	7.465097
9.968000	10.161088
8.092792	8.045733
8.924616	9.571151
9.769052	11.827966
8.790875	8.276502
8.293387	7.417404
9.714192	9.874521
8.118963	8.581540
